id;comuna;macrozona_3;orientacion_sexual;id_genero;edad;bienestar_subjetivo_3;bienestar_subjetivo;perc_respeto_3;perc_respeto;tipologia_bien_respeto;suma_disc_vida;alguna_disc_vida;suma_disc_ano;alguna_disc_ano;alguna_disc_verbal_vida;alguna_disc_exclusion_vida;alguna_disc_identidad_vida;suma_disc_verb_ano;alguna_disc_verb_ano;suma_disc_exclusion_ano;alguna_disc_exclusion_ano;suma_disc_identidad_ano;alguna_disc_identidad_ano;disc_mi_hogar;disc_familiares;disc_educativo;disc_trabajo;disc_salud_publico;disc_salud_privado;disc_carabineros;disc_pdi;disc_ins_publica;disc_int_financieras;disc_penitenciarias;disc_empresas;disc_publicos;disc_barrio;disc_comercio;disc_club_lgbtiq;disc_club_general;disc_transp_privado;disc_transp_publico;disc_gimnasios;disc_evento_lgbtiq;disc_protesta;disc_redes_sociales;disc_religiosos;disc_arrendar;lug_gritos_intimo;lug_gritos_cercano;lug_gritos_estado;lug_gritos_privado;lug_gritos_publico;lug_insultos_intimo;lug_insultos_cercano;lug_insultos_estado;lug_insultos_privado;lug_insultos_publico;lug_apariencia_intimo;lug_apariencia_cercano;lug_apariencia_estado;lug_apariencia_privado;lug_apariencia_publico;lug_respeto_intimo;lug_respeto_cercano;lug_respeto_estado;lug_respeto_privado;lug_respeto_publico;lug_expulsaron_intimo;lug_expulsaron_cercano;lug_expulsaron_estado;lug_expulsaron_privado;lug_expulsaron_publico;lug_sancion_intimo;lug_sancion_cercano;lug_sancion_estado;lug_sancion_privado;lug_sancion_publico
2959;238;3;5;3;4;1;0;1;1;4;2;1;1;1;0;0;1;0;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;0;1;0;0;0;;;;;;;;;;
2960;254;2;4;2;1;2;0;2;0;3;2;1;2;1;1;0;1;1;1;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;1;0;0;0;0;1;0;0;0;0;;;;;;;;;;;;;;;
2962;51;1;1;1;1;3;1;3;0;1;2;1;1;1;1;0;1;0;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;0;1;0;0;0;;;;;;;;;;
2964;17;1;1;3;2;2;0;1;1;4;7;1;6;1;1;1;1;2;1;2;1;2;1;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;1;0;0;0;1;0;0;1;0;1;1;0;1;1;1;0;;;;;;0;0;0;1;1
2968;;1;1;3;3;2;0;3;0;3;6;1;3;1;1;1;1;2;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;0;0;0;1;1;;;;;;;;;;;;;;;;;;;;
2969;267;2;4;1;1;2;0;1;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2970;52;1;3;1;2;2;0;2;0;3;2;1;2;1;1;0;0;2;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;1;0;0;0;1;;;;;;;;;;;;;;;;;;;;
2972;268;2;1;2;2;2;0;1;1;4;2;1;1;1;0;0;1;0;0;0;0;1;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;0;1;1;0;0;;;;;;;;;;
2974;1;1;4;1;1;2;0;2;0;3;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2980;270;2;3;1;2;3;1;2;0;1;1;1;1;1;0;0;1;0;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;;;;;;;;;;0;1;0;1;0;;;;;;;;;;;;;;;
2985;296;2;4;1;2;1;0;1;1;4;3;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2987;49;1;2;4;1;1;0;1;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2989;32;1;3;1;1;2;0;1;1;4;2;1;2;1;1;0;0;2;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;1;;;;;;;;;;;;;;;;;;;;
2996;249;2;1;1;1;2;0;1;1;4;1;1;1;1;0;0;1;0;0;0;0;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;1;1;0;0;0;;;;;;;;;;;;;;;
2999;32;1;1;1;2;2;0;2;0;3;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3003;269;2;3;1;2;3;1;2;0;1;4;1;3;1;1;0;1;2;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;1;0;0;0;;;;;;0;0;0;0;1;;;;;;;;;;
3013;281;2;3;1;2;2;0;1;1;4;5;1;4;1;1;1;1;2;1;1;1;1;1;1;1;1;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;1;0;0;1;1;1;0;0;0;;;;;;0;0;1;0;1;;;;;
3014;67;1;3;1;1;2;0;1;1;4;1;1;1;1;1;0;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;1;0;0;0;0;;;;;;;;;;;;;;;;;;;;
3017;116;3;1;1;1;2;0;2;0;3;1;1;1;1;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;;;;;;0;0;0;0;1;;;;;;;;;;;;;;;;;;;;
3019;287;2;2;4;1;2;0;1;1;4;3;1;2;1;1;0;1;1;1;0;0;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;;;;;;0;1;0;0;1;;;;;;1;0;0;0;1;;;;;;;;;;
3020;93;3;3;1;1;3;1;1;1;2;4;1;4;1;1;1;1;2;1;1;1;1;1;1;0;1;0;0;0;1;1;0;0;0;0;1;0;1;0;0;0;1;0;0;0;0;1;0;1;0;1;1;1;1;0;1;1;1;1;0;0;0;0;;;;;;;;;;;0;1;1;0;0
3024;69;1;3;1;3;2;0;1;1;4;3;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3025;137;3;1;4;2;1;0;1;1;4;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3027;333;3;1;2;1;1;0;1;1;4;6;1;6;1;1;1;1;2;1;1;1;3;1;1;1;1;0;1;0;0;0;1;0;0;0;1;1;1;0;0;0;0;0;0;0;1;1;0;0;1;1;0;1;1;1;0;0;1;1;1;0;0;1;1;1;1;1;1;;;;;;0;1;0;0;1
3029;333;3;1;1;2;3;1;1;1;2;4;1;2;1;1;0;1;2;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;;;;;;;;;;;;;;;;;;;;
3030;140;3;3;1;2;2;0;3;0;3;1;1;1;1;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3031;133;3;3;1;3;1;0;1;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3033;249;2;1;1;2;2;0;1;1;4;3;1;3;1;1;1;0;2;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;1;0;0;0;0;0;0;0;0;0;1;0;1;1;0;1;0;1;1;;;;;;;;;;;;;;;;;;;;
3036;333;3;3;3;1;2;0;2;0;3;2;1;1;1;1;0;1;0;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;1;0;0;;;;;;;;;;;;;;;;0;1;0;1;1;;;;;;;;;;
3039;301;3;2;1;3;3;1;2;0;1;2;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3044;66;1;2;4;3;2;0;1;1;4;3;1;3;1;1;0;1;2;1;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;1;;;;;;0;0;0;0;1;;;;;;;;;;
3047;268;2;1;4;3;3;1;1;1;2;2;1;1;1;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;;;;;;0;1;0;0;0;;;;;;;;;;;;;;;;;;;;
3053;281;2;1;1;3;2;0;1;1;4;2;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3057;133;3;3;3;2;2;0;2;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3061;218;3;1;1;3;3;1;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3062;56;1;1;4;3;2;0;2;0;3;5;1;2;1;1;1;1;2;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;1;;;;;;;;;;;;;;;;;;;;
3065;238;3;1;4;2;3;1;1;1;2;4;1;1;1;1;1;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;;;;;;0;1;0;1;1;;;;;;;;;;;;;;;;;;;;
3072;271;2;1;4;4;2;0;1;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3079;258;2;1;4;4;2;0;2;0;3;2;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3088;262;2;3;1;1;2;0;1;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3091;113;3;5;4;3;2;0;2;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3092;;1;3;1;1;2;0;2;0;3;2;1;1;1;1;0;1;0;0;0;0;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;1;1;0;0;0;;;;;;;;;;;;;;;
3097;166;3;3;1;2;2;0;1;1;4;3;1;2;1;1;0;1;1;1;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;;;;;;0;0;0;1;0;1;0;0;0;0;;;;;;;;;;;;;;;
3098;284;2;1;4;1;2;0;2;0;3;3;1;3;1;1;0;1;1;1;0;0;2;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;;;;;;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0;;;;;;;;;;
3105;17;1;3;4;2;1;0;1;1;4;4;1;3;1;1;1;1;2;1;0;0;1;1;1;1;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0;0;1;1;0;0;1;;;;;;;;;;;;;;;
3109;268;2;1;1;4;3;1;2;0;1;3;1;2;1;1;0;1;1;1;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;;;;;;0;0;0;0;1;1;0;0;0;0;;;;;;;;;;;;;;;
3114;25;1;3;1;2;3;1;1;1;2;4;1;2;1;1;1;1;1;1;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;;;;;;0;0;0;0;1;1;0;0;0;0;;;;;;;;;;;;;;;
3115;300;2;5;4;4;3;1;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3119;38;1;5;4;4;3;1;1;1;2;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3120;133;3;1;2;2;3;1;1;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3136;281;2;3;3;2;2;0;1;1;4;5;1;4;1;1;1;1;1;1;1;1;2;1;1;1;1;0;1;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;1;0;1;0;0;1;1;1;;;;;;;;;;;1;1;1;0;1;;;;;;;;;;
3139;198;3;1;4;3;2;0;1;1;4;2;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3140;267;2;3;3;2;2;0;1;1;4;5;1;3;1;1;0;1;1;1;0;0;2;1;1;1;1;1;1;1;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;1;1;0;;;;;;1;1;0;0;1;0;1;0;0;0;1;1;1;1;1;;;;;;;;;;
3141;140;3;2;3;2;3;1;1;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3144;187;3;4;3;2;3;1;2;0;1;2;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3149;275;2;5;4;4;3;1;3;0;1;2;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3152;249;2;1;1;4;3;1;2;0;1;2;1;1;1;1;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;0;1;0;0;0;;;;;;;;;;;;;;;;;;;;
3154;;1;1;3;1;2;0;1;1;4;2;1;1;1;1;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;;;;;;;;;;;;;;;;0;0;0;0;1;;;;;;;;;;
3155;44;1;2;4;2;2;0;1;1;4;2;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3158;38;1;1;3;1;3;1;1;1;2;3;1;1;1;1;0;1;0;0;0;0;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;;;;;;;;;;;1;1;0;0;1;;;;;;;;;;;;;;;
3167;;1;1;1;2;1;0;1;1;4;5;1;4;1;1;1;1;2;1;1;1;1;1;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0;1;0;1;;;;;;0;0;1;0;0;;;;;;0;0;1;0;0
3172;238;3;3;2;2;2;0;2;0;3;4;1;1;1;1;1;1;0;0;0;0;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;1;1;0;0;0;;;;;;;;;;
3174;291;2;4;4;1;3;1;3;0;1;4;1;1;1;1;1;1;0;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;0;1;0;0;0;;;;;;;;;;
3179;270;2;1;2;2;2;0;1;1;4;3;1;1;1;0;1;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3180;32;1;4;3;3;2;0;1;1;4;3;1;2;1;1;1;1;1;1;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;1;0;0;0;0;1;0;0;0;0;;;;;;;;;;;;;;;
3187;69;1;3;1;1;2;0;1;1;4;3;1;3;1;1;0;1;2;1;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;;;;;;;;;;;;;;;
3188;267;2;5;3;2;2;0;1;1;4;4;1;3;1;1;0;1;1;1;0;0;2;1;1;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;;;;;;1;0;0;0;1;1;0;0;0;0;1;1;0;0;1;;;;;;;;;;
3189;272;2;3;1;2;2;0;1;1;4;2;1;2;1;1;0;1;1;1;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;;;;;;1;0;0;0;1;1;0;0;0;0;;;;;;;;;;;;;;;
3192;272;2;1;1;1;2;0;1;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3198;147;3;2;1;2;2;0;2;0;3;2;1;1;1;1;0;1;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;1;0;0;0;0;;;;;;;;;;;;;;;;;;;;
3199;139;3;2;1;2;3;1;2;0;1;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3200;147;3;3;3;2;1;0;1;1;4;2;1;1;1;1;0;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;
3201;198;3;5;1;1;2;0;1;1;4;2;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3207;317;3;1;1;1;3;1;1;1;2;3;1;2;1;1;0;1;1;1;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;0;1;0;0;0;;;;;;0;1;0;0;0;;;;;;;;;;
3208;258;2;3;2;1;3;1;1;1;2;6;1;5;1;1;0;1;2;1;0;0;3;1;1;1;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0;0;1;0;0;1;1;0;0;1;0;0;0;1;1;0;0;0;1;;;;;;1;1;1;1;1;;;;;;;;;;
3212;;1;1;4;2;2;0;1;1;4;6;1;5;1;1;1;1;2;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;0;0;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;;;;;;;;;
3214;103;3;1;3;2;2;0;1;1;4;3;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3218;116;3;2;2;1;3;1;3;0;1;4;1;3;1;1;0;1;1;1;0;0;2;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;;;;;;1;0;0;0;0;1;0;0;0;0;1;1;0;0;1;;;;;;;;;;
3219;281;2;1;1;2;2;0;1;1;4;5;1;2;1;1;1;1;2;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;0;1;0;0;1;0;0;0;1;1;0;1;1;1;0;0;0;0;;;;;;;;;;;;;;;;;;;;
3224;317;3;5;4;4;2;0;1;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3227;32;1;2;1;2;2;0;2;0;3;2;1;2;1;1;0;1;1;1;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;1;0;0;0;0;1;0;0;0;0;;;;;;;;;;;;;;;
3228;281;2;1;1;1;2;0;1;1;4;4;1;4;1;1;1;1;2;1;1;1;1;1;1;1;1;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;1;0;1;1;0;1;1;1;1;0;1;0;1;1;1;0;0;0;;;;;;1;1;1;0;1;;;;;
3231;86;3;3;2;3;2;0;2;0;3;6;1;2;1;1;1;1;0;0;0;0;2;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;;;;;;;;;;;;;;;;1;1;0;1;0;;;;;;;;;;
3232;142;3;3;1;1;2;0;2;0;3;3;1;2;1;1;0;1;1;1;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;1;0;0;0;0;1;0;0;0;0;;;;;;;;;;;;;;;
3235;268;2;1;1;2;2;0;1;1;4;7;1;4;1;1;1;1;2;1;1;1;1;1;0;0;0;1;0;1;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;1;0;0;0;1;0;1;0;0;1;0;0;1;;;;;;;;;;;;;;;;;;;;
3239;278;2;2;1;1;2;0;1;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3242;266;2;3;1;2;1;0;2;0;3;3;1;1;1;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;;;;;;0;0;0;0;1;;;;;;;;;;;;;;;;;;;;
3243;;1;1;1;2;2;0;2;0;3;4;1;2;1;1;1;1;1;1;0;0;1;1;1;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;1;;;;;;1;1;0;0;0;;;;;;;;;;;;;;;
3246;32;1;2;3;2;2;0;1;1;4;6;1;4;1;1;1;1;2;1;1;1;1;1;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;1;0;0;0;1;;;;;;0;0;1;0;0;;;;;;0;0;0;1;0
3248;278;2;5;4;4;3;1;2;0;1;3;1;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3250;;1;2;3;2;2;0;2;0;3;4;1;1;1;1;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;;;;;;;;;;;;;;;;0;0;0;0;1;;;;;;;;;;
3252;;1;4;4;2;2;0;1;1;4;4;1;3;1;1;1;1;2;1;1;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;1;0;1;1;0;0;1;0;0;0;0;1;0;1;0;0;1;0;1;;;;;;;;;;;0;0;0;1;1;;;;;
3254;313;1;4;4;2;2;0;1;1;4;4;1;2;1;1;0;1;0;0;0;0;2;1;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;1;0;0;0;0;1;0;0;1;1;;;;;;;;;;
3255;109;3;5;1;1;2;0;2;0;3;2;1;2;1;1;0;0;2;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;1;;;;;;;;;;;;;;;;;;;;
3266;133;3;3;1;3;2;0;1;1;4;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3267;258;2;4;2;1;2;0;1;1;4;6;1;4;1;1;1;1;1;1;1;1;2;1;1;1;1;0;1;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;;;;;;;;;;;1;1;1;1;1;;;;;;0;1;1;0;1
3272;262;2;5;4;4;3;1;1;1;2;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
